sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds
C=CS(=O)(=O)NCC1=C(C)C=CN=C1C,Z4197762757,226.297,226.297,0.611,-1.484,1,3,59.06,4
O=C1N=C(SC1=CC=2C=CC=C(C2)S(=O)(=O)F)N3CCOCC3,Z4208814614,356.395,356.395,2.046,-4.435,0,6,76.04,2
Cl.COCCNCCC1=CN(N=N1)C=2C=CC=C(C2)S(=O)(=O)F,Z7771564921,364.825,328.364,1.785,-1.8,1,6,86.11,8
Cl.Cl.O=S(=O)(F)C1=CC=CC(=C1)N2C=C(N=N2)C3(O)CCNC3,Z7782491595,385.243,312.322,1.008,-2.447,2,6,97.11,3
Cl.O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNCC3CCCO3)N=N2,Z7758523015,376.835,340.375,2.269,-2.405,1,6,86.11,6
Cl.Cl.O=S(=O)(F)C=1C=CC(=CC1)N2C=C(CNCCF)N=N2,Z7755599427,375.223,302.302,1.908,-2.788,1,5,76.88,6
C=CC(=O)N1CCN(C(=O)CN2C=C(C(=O)OC)C=3C=CC=CC32)[C@@H](C)C1,Z4230281286,369.415,369.415,2.979,-3.528,0,3,71.85,5
C=CC(=O)N1CCN(C(=O)CN2C=NC=3SC(C)=C(C)C3C2=O)[C@@H](C)C1,Z4230282863,374.459,374.459,2.1,-4.675,0,4,73.29,3
C=CC(=O)N1CCN(C(=O)CN2C(=O)C=3C=CC=CC3S2(=O)=O)[C@@H](C)C1,Z4230284651,377.417,377.417,1.151,-3.927,0,5,95.07,3
C=CC(=O)N1CCN(C(=O)C(C)N2C(=O)C=3C=CC=CC3N=C2C)[C@@H](C)C1,Z4230285229,368.43,368.43,2.181,-3.733,0,4,73.29,3
C=CC(=O)N1CCN(C(=O)C2CCCN(C2)C3=NC(C)=CS3)[C@@H](C)C1,Z4230288551,362.492,362.492,2.329,-3.61,0,4,56.75,3
C=CC(=O)N1CCN(C(=O)C2=CN=C(CC=3C=CC(F)=CC3)S2)[C@@H](C)C1,Z4230289594,373.446,373.446,2.555,-4.016,0,3,53.51,4
C=CC(=O)N1CCN(C(=O)CC=2C=C(Cl)C=CC2[N+]([O-])=O)[C@@H](C)C1,Z4230299786,351.785,351.785,2.466,-4.34,0,4,83.76,6
C=CC(=O)N1CCN(C(=O)C2=CC=C(CNC(=O)C(F)(F)F)O2)[C@@H](C)C1,Z4230306941,373.328,373.328,0.71,-4.346,1,3,82.86,8
C=CC(=O)N1CCN(C(=O)C2=CC(F)=CC(Br)=C2F)[C@@H](C)C1,Z4230310150,373.193,373.193,2.877,-4.952,0,2,40.62,2
C=CC(=O)N1CCN(C(=O)C2=CC(C(=O)OC)=C3CCCCN23)[C@@H](C)C1,Z4230310969,359.42,359.42,1.963,-3,0,3,71.85,4
C=CC(=O)N1CCN(C(=O)C=2C=CC(=CC2)N3CCCNS3(=O)=O)[C@@H](C)C1,Z4230316778,392.475,392.475,1.628,-3.591,1,5,90.03,5
CCCOC=1C=CC=CC1NCC=2C=CC(=CC2)OS(=O)(=O)F,Z4246927640,339.384,339.384,2.674,-4.421,1,4,64.63,8
C=CC(=O)N1CCCC(C1)C(=O)NC2CCN(C2)C=3N=C(Cl)N=CC3F,Z4246995649,381.833,381.833,1.132,-4.967,1,5,78.43,4
C=CC(=O)N1CCC(CC1)C(=O)N2CCC(CC2)C3=NC(C)=C(S3)C(N)=O,Z4252168914,390.502,390.502,-1.248,-2.656,1,4,96.6,4
CC(C)(C)C=1C=CC(=CC1)CC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4262231065,365.421,365.421,2.949,-5.302,1,3,72.47,7
CC1=NOC(C)=C1C(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4262278984,342.344,342.344,-0.151,-2.792,1,4,98.5,5
COC(=O)C=1C=C(C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)N(C)N1,Z4262289095,357.316,357.316,-0.3,-3.067,1,5,116.59,7
O=C(CC1CCCC2(CCC2)O1)NC=3C=CC(=CC3)OS(=O)(=O)F,Z4262308904,357.399,357.399,1.459,-3.912,1,4,81.7,6
CN(C)C=1C=C(C=CN1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4262314353,339.344,339.344,1.036,-3.394,1,5,88.6,6
CN1N=CC(Cl)=C1CC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4262325314,347.751,347.751,0.044,-2.9,1,4,90.29,5
"C[C@@H]1C[C@H](CO)CCN1C(=O)C=2C=NC=C(C2)OS(=O)(=O)F |&1:1,3,r|",Z4262406729,332.35,332.35,-1.826,-1.924,1,5,96.8,5
CC1(C)OCCC1CNC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,Z4262429098,332.35,332.35,-0.074,-2.298,1,5,94.59,5
COC1CCCN(CC1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,Z4262456934,332.35,332.35,-1.689,-1.988,0,5,85.8,5
COC1CN(CC21CC2)C(=O)C=3C=NC=C(C3)OS(=O)(=O)F,Z4262484043,330.334,330.334,-0.73,-2.074,0,5,85.8,5
CC=1C=CC(NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F)=C(O)N1,Z4262518901,327.29,327.29,0.247,-2.144,2,6,118.48,5
CCC1(CC)CCCN1C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,Z4262527078,330.377,330.377,0.66,-3.144,0,4,76.57,6
CC1(C)COCCN(C1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,Z4262576191,332.35,332.35,-0.993,-2.283,0,5,85.8,4
CC(C)(NC(=O)C1=CN=CC(=C1)OS(=O)(=O)F)C2CCCO2,Z4262576388,332.35,332.35,-0.119,-2.399,1,5,94.59,6
C=CC(=O)NC=1C=CC(=CC1)C(=O)N2CC(CC3=C2C=NN3C)C(=O)OC,Z4262808699,368.387,368.387,0.491,-2.992,1,4,93.53,5
C=CC(=O)N(C)C=1C=CC(=CC1)C(=O)N2CC3(C2)CCOCC(=O)N3,Z4265332441,343.378,343.378,0.188,-3.523,1,4,78.95,5
C=CC(=O)NC=1C=C(C=CC1F)NC(=O)C(OC)C2CCOCC2,Z4289266812,336.359,336.359,0.138,-3.396,2,4,76.66,8
O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2C[C@@H]3C[C@H](C2)C4=CC=CC(=O)N4C3,Z4317727303,407.418,407.418,-0.554,-4,1,4,96.02,5
C=CC(=O)N(CC=1C(C)=NN(C1C)C(C)(C)C)C(C)C(C)C,Z4323325460,305.459,305.459,2.657,-2.824,0,2,38.13,7
C=CC(=O)N(CC=1C=C(C#N)N(C)C1)CC2(O)CCCCCC2,Z4323335705,315.411,315.411,2.038,-3.038,1,3,69.26,6
C=CC(=O)N(CC1=NC=2CCC(C)CC2S1)[C@@H](CC)CO,Z4323339510,308.441,308.441,2.096,-3.029,1,3,53.43,7
C=CC(=O)N(CC=1C=C(C)C(C)=CC1C)CC(C)S(C)(=O)=O,Z4323376505,323.452,323.452,2.183,-4.315,0,3,54.45,7
CCC=1C=CC=C(C1)CN(CC2CCC(O)C2)C(=O)CCl,Z4323387336,309.831,309.831,2.611,-3.913,1,2,40.54,7
C=CC(=O)N(CC1=CC=NN1C)C2CCC(C2)C3=CC=CC(F)=C3,Z4323477593,327.397,327.397,2.239,-3.298,0,2,38.13,5
C=CC(=O)N(CC=1C(C)=NOC1CC)CC2(CCCCC2)OC,Z4323485975,320.427,320.427,2.553,-2.981,0,3,55.57,7
"C=CC(=O)N(CC=1C=CC(OC(C)C)=C(C1)OC)[C@@H]2CC[C@H](O)C2 |&1:18,21,r|",Z4323495558,333.423,333.423,1.89,-3.401,1,4,59,8
COCCN(CCN(C)C)C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F,Z4332069210,363.407,363.407,0.023,-2.141,1,5,88.18,11
O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CC(C2)OC=3C=CC=CC3,Z4332074573,366.366,366.366,1.449,-4.723,1,4,84.94,7
CN(CC=1C=CC=CC1Cl)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4332076670,372.8,372.8,1.802,-4.728,1,3,75.71,7
CCN(CC)C1CCN(C1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4332079668,359.418,359.418,0.65,-3.41,1,4,78.95,8
COC1=NSC=C1CN(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4332081573,375.399,375.399,0.023,-3.42,1,5,97.83,8
COC=1C(Cl)=CC=CC1CNC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4332081600,388.8,388.8,1.835,-4.64,2,4,93.73,8
CC=1C(Cl)=CC=C2CCN(CC12)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,Z4332082056,398.838,398.838,2.146,-5.255,1,3,75.71,3
O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCC3=C(F)C=CC=C3C2,Z4332082170,368.357,368.357,1.077,-4.578,1,3,75.71,5
CC=1N=CC(CN(CCS(=O)(=O)F)C2CCC(C)C2)=C(C)N1,Z4343777755,329.435,329.435,2.551,-1.953,0,5,63.16,6
CC1=CN(C)N=C1CN(CCS(=O)(=O)F)CC2CC=CCC2,Z4344105230,329.435,329.435,2.566,-2.064,0,4,55.2,7
O=S(=O)(F)CCN(CC=1C=NSC1)CC(F)(F)CO,Z4344134054,318.339,318.339,1.536,-1.385,1,5,70.5,8
CC(C=1C=CC=CC1)N(CCS(=O)(=O)F)CC=2N=NN(C)N2,Z4344341510,327.38,327.38,1.532,-1.167,0,6,80.98,7
O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCCCC2CCO,Z4345083578,346.376,346.376,-0.004,-3.049,2,4,95.94,7
C=CC(=O)N1CCC(CC1)C(=O)N2CCCC=3C=C(C=NC32)C(=O)OC,Z4360862381,357.404,357.404,0.099,-3.233,0,4,79.81,4
C=CC(=O)N1CCC(CC1)C(=O)N2C=3C=CC(Cl)=CC3NC(=O)C2C(C)C,Z4362612975,389.876,389.876,2.549,-5.086,1,3,69.72,3
CC1(C)COCCCN1C(=O)CC=2C=CC(=CC2)S(=O)(=O)F,Z4366116734,329.389,329.389,2.308,-2.906,0,4,63.68,4
C=CC(=O)N1CCC(CC1)C(=O)N2C=3C=NN(C)C3CCC2C(F)F,Z4370488385,352.38,352.38,-0.076,-2.472,0,3,58.44,3
C=CC(=O)N(CC=1C=CN(CC)N1)C=2C=C(OC)C(Cl)=CC2OC,Z4407773646,349.812,349.812,3.246,-3.571,0,4,56.59,7
C=CC(=O)N(CC1=CN=C(S1)C(C)O)C(C)C2=CC=C(Cl)C=C2Cl,Z4407780892,385.309,385.309,2.619,-4.431,1,3,53.43,6
C=CC(=O)N(CC1=CN(C)N=C1C2CC2)C3CCN(CC3)C(=O)C=4C=COC4,Z4408051525,382.457,382.457,-0.468,-3.183,0,3,71.58,6
C=CC(=O)N(CC=1C=C(Br)C=CC1F)C2CCC3(CC2)OCCO3,Z4408206682,398.267,398.267,2.677,-4.796,0,3,38.77,4
C=CC(=O)N(CC=1C=CC=C(C1)COC)CC=2C=CC=C(C2)S(C)(=O)=O,Z4408217420,373.468,373.468,1.426,-3.564,0,4,63.68,9
C=CC(=O)N(CC1=CC(=NN1C)C(F)(F)F)C2CCN(CC2)S(C)(=O)=O,Z4408299721,394.414,394.414,-0.481,-2.461,0,4,75.51,5
C=CC(=O)N(CC=1C=NN(C1)CC(F)(F)F)C=2C=NN(C2)CC(=O)NC,Z4408347353,370.331,370.331,-0.33,-1.931,1,4,85.05,8
COC=1C=CC=C(C1)CN(C(=O)CCl)C(C)C=2C=CC=3OCC(=O)NC3C2,Z4408352175,388.845,388.845,2.205,-4.176,1,4,67.87,6
C=CC(=O)N(CCS(C)(=O)=O)CC=1C=C(OC)C=2OCCOC2C1,Z4408561531,355.408,355.408,0.393,-2.638,0,6,82.14,8
O=C(CCl)NCC(NC(=O)C1COCCO1)C=2C=CC3=CC=CC=C3C2,Z4425210446,376.834,376.834,1.795,-4.804,2,4,76.66,6
CC(NC(=O)CCl)C1CCN(CC1)C(=O)CC2CCCC=3C=CC=CC32,Z4425210563,376.921,376.921,2.281,-4.625,1,2,49.41,5
O=C(CCl)NCC(NC(=O)C=1SC=CC1C(F)F)C2CCCCC2,Z4425210789,378.866,378.866,3,-5.554,2,2,58.2,9
CC1(CNC(=O)CCl)CCN(CC1)C(=O)CC2CCOC=3C=CC=CC32,Z4425210845,378.893,378.893,1.382,-3.121,1,3,58.64,5
CCC(C(=O)N1CCC(CNC(=O)CCl)(CC1)C=2C=CC=CC2)C(C)C,Z4425210927,378.936,378.936,2.665,-4.509,1,2,49.41,7
CC(C)(C)N1N=CC=C1C(=O)NCC=2C=CC(=CC2F)CNC(=O)CCl,Z4425211014,380.845,380.845,2.169,-3.402,2,3,76.02,7
CC(NC(=O)CCl)C=1C=CC(=CC1)CNC(=O)C=2C=CC3=CC=CC=C3C2,Z4425211032,380.868,380.868,3.733,-6.092,2,2,58.2,6
CC=1ON=C(C1C(=O)NCC2(CCCCC2)NC(=O)CCl)C3CCCC3,Z4425211095,381.897,381.897,2.804,-4.502,2,3,84.23,6
CC(C)OC=1C=NC(=CN1)C(=O)NCC2(CCCCCC2)NC(=O)CCl,Z4425211144,382.885,382.885,3.693,-3.609,2,5,93.21,7
CC=1N=C(SC1C(=O)NC2(CNC(=O)CCl)CCCCC2)C(C)(C)C,Z4425211263,385.953,385.953,3.988,-4.002,2,3,71.09,8
CC1=NN(CC(=O)N2CCCC(C)C2CCNC(=O)CCl)C(C)=C1Cl,Z4425211367,389.32,389.32,2.877,-3.031,1,3,67.23,8
CC(C)(CNC(=O)CCl)C1CCN(CC1)C(=O)CC2CC=3C=CC=CC3O2,Z4425211456,392.92,392.92,2.599,-3.728,1,3,58.64,6
CC=1C=CC=C(C1)CC(=O)NC(CNC(=O)CCl)C=2C=CC=3C=CC=CC3C2,Z4425211474,394.894,394.894,4.25,-6.189,2,2,58.2,7
CN1C=CC=C(C(=O)NC(CNC(=O)CCl)C=2C=CC=3C=CC=CC3C2)C1=O,Z4425211507,397.855,397.855,1.969,-4.747,2,3,78.51,8
O=C(CCl)NC1(CNC(=O)C2=CC=CC=C2C3CC3(F)F)CCCCCC1,Z4425211524,398.875,398.875,3.146,-5.875,2,2,58.2,6
CCC1=CC=C(S1)C(=O)NC(CNC(=O)CCl)C=2C=CC3=CC=CC=C3C2,Z4425211550,400.923,400.923,4.561,-6.906,2,2,58.2,9
CN1C=C(C(=O)NC(CNC(=O)CCl)C2=CC=C3C=CC=CC3=C2)C(=O)N(C)C1=O,Z4425211966,428.869,428.869,2.113,-4.492,2,4,98.82,6
CC(C)(C)C=1N=NN(CC(=O)N2CCC(CNC(=O)CCl)(CC2)C=3C=CC=CC3)N1,Z4425212043,432.948,432.948,2.006,-2.314,1,5,93.01,7
CCC(CC)N1N=C(C=C1C)C(=O)N2CCC(CC2)C3OCCCC3NC(=O)CCl,Z4425212078,438.992,438.992,1.757,-3.634,1,4,76.46,7
O=C(CCl)NCC1(CCN(CC1)C(=O)CN2CCCCS2(=O)=O)C=3C=CC=CC3,Z4425212129,441.974,441.974,1.281,-2.911,1,4,86.79,6
C=CC(=O)NCC=1C=CC(=CC1)CNC(=O)C23CC4CC(CC(C4)O3)C2,Z4425282815,354.444,354.444,1.533,-4.161,2,3,67.43,8
C=CC(=O)N(CC1=CSC(C)=N1)CC2=CC=C(S2)C=3C=CC=CC3,Z4425282846,354.492,354.492,3.856,-5.066,0,2,33.2,6
C=CC(=O)N(CCC(=O)NC1CCCC1)CC=2C=CC=3COCCC3C2,Z4425282969,356.459,356.459,1.733,-3.812,1,3,58.64,7
C=CC(=O)N(CC=1SC=C2OCCOC12)CC3CC=4C=CC=CC4O3,Z4425283027,357.425,357.425,3.07,-4.742,0,4,48,6
C=CC(=O)NCC1(C)CCN(CC1)C(=O)C2(C)COC3=CC=CC=C3O2,Z4425283073,358.432,358.432,1.998,-4.097,1,4,67.87,4
C=CC(=O)NC(C)C1CCN(CC1)C(=O)C(C=2C=CC(F)=CC2)C3CC3,Z4425283098,358.451,358.451,2.167,-4.709,1,2,49.41,8
C=CC(=O)NCCC=1C=CC(=CC1)CNC(=O)C2(C)CC(C)OC(C)C2,Z4425283110,358.475,358.475,1.511,-3.099,2,3,67.43,9
C=CC(=O)NCC1(CCOCC1)NC(=O)C2=COC(=N2)C3CCCCC3,Z4425283269,361.436,361.436,1.427,-4.03,2,4,93.46,8
C=CC(=O)NC1(CNC(=O)C(C)(C)C=2C(C)=NOC2C)CCCCCC1,Z4425283273,361.479,361.479,2.358,-3.637,2,3,84.23,6
C=CC(=O)N(CC=1C=NN(C1)C2CCCCC2)CC3(CC3)C=4C=CC=CC4,Z4425283322,363.497,363.497,3.778,-3.999,0,2,38.13,8
C=CC(=O)NCC(C)(C)C1CCN(CC1)C(=O)CCC=2C=C(C)SC2C,Z4425283557,376.558,376.558,2.712,-4.191,1,2,49.41,9
C=CC(=O)NC(C)C1CN(CCO1)C(=O)CC=2C=CC=C3C=CC(=CC23)OC,Z4425283647,382.454,382.454,2.282,-4.871,1,4,67.87,8
C=CC(=O)NCCN(CC=1C=CC=C(Cl)C1)C(=O)C2CN(CCO2)C(C)=O,Z4425283751,393.865,393.865,1.504,-3.977,1,4,78.95,10
C=CC(=O)NCC(CC=1C=CC=CC1)C2CCCCN2C(=O)C=3CC(C)(C)ON3,Z4425283778,397.512,397.512,3.922,-4.739,1,4,71,9
C=CC(=O)NCC1(CCN(CC1)C(=O)C2CCCC3=NN(C)C=C32)C=4C=CC=CC4,Z4425283853,406.522,406.522,1.378,-2.72,1,3,67.23,7
C=CC(=O)N(C=1C=CC=2N=CSC2C1)C(C(=O)NC=3C=CC(=CC3C)OC)C=4C=CC=NC4,Z4438424252,458.534,458.534,2.906,-5.794,1,5,84.42,9
C=CC(=O)N(C=1C=CC(=CC1)S(F)(F)(F)(F)F)C(C(=O)NC=2C=CC(=CC2)OC)C=3C=NC=CC3,Z4439011546,513.482,513.482,4.352,-6.882,1,4,71.53,10
C=CC(=O)N(C=1C=CC=2N=CSC2C1)C(C(=O)NC(C)(C)C)C=3C=CC=NC3,Z4439011608,394.492,394.492,2.52,-4.613,1,4,75.19,8
"C=CC(=O)N[C@@H]1CN(C[C@H]1CC(C)(C)C)C(=O)CC=2C=NN3CCCCC23 |&1:5,9,r|",Z4439295395,372.505,372.505,2.304,-4.03,1,3,67.23,8
C=CC(=O)NC[C@@]1(C[C@H](C1)NC(=O)C=2C=CC=C3CNC(=O)C23)C=4C=CC=CC4,Z4439295418,389.448,389.448,1.201,-4.21,3,3,87.3,8
C=CC(=O)N[C@@H]1C=2C=CC=CC2C[C@H]1NC(=O)C3=CC=4C(C)=NN(C)C4S3,Z4439296110,380.465,380.465,2.286,-5.2,2,3,76.02,6
"C=CC(=O)N[C@@H]1CN(C[C@H]1C=2C=CC(=CC2)OC)C(=O)CN3N=C4CCCCN4C3=O |&1:5,9,r|",Z4439377793,425.482,425.482,1.408,-3.485,1,5,94.55,8
"C=CC(=O)NCC1(CCN(CC1)C(=O)[C@H]2OCCO[C@H]2C=3C=CC=CC3)C=4C=CC=CC4 |&1:14,19,r|",Z4439377803,434.528,434.528,2.158,-4.651,1,4,67.87,6
"CC(C)(C)C1=NOC(CCC(=O)N2C[C@H](NC(=O)CCl)[C@H](C2)C=3C=CC=C(F)C3)=N1 |&1:14,20,r|",Z4439378072,436.908,436.908,1.601,-3.771,1,4,88.33,7
CCCCN1N=C(C=CC1=O)C(=O)N[C@@H]2CC=3C=CC=CC3[C@H]2NC(=O)CCl,Z4439378128,402.875,402.875,2.078,-4.527,2,4,90.87,9
CC1=NOC(C)=C1C(C)(C)C(=O)N[C@@H]2CC=3C=CC=CC3[C@H]2NC(=O)CCl,Z4439378204,389.876,389.876,1.857,-3.426,2,3,84.23,5
O=C(CCl)N[C@@H]1C=2C=CC=CC2C[C@H]1NC(=O)C3=CN(N=N3)C=4C=CC=CC4,Z4439378291,395.843,395.843,2.799,-4.452,2,4,88.91,5
"C[C@H]1CCCN(C(=O)C=2C=CN(N2)C3CCCCC3)[C@H]1CCCNC(=O)CCl |&1:1,19,r|",Z4439378795,408.966,408.966,2.642,-4.107,1,3,67.23,7
"O=C(CCl)N[C@@H]1CN(C[C@H]1C=2C=CC=CC2)C(=O)CN3N=NC4=CC=CC=C43 |&1:5,9,r|",Z4439378900,397.859,397.859,2.315,-4.145,1,4,80.12,5
C=CC(=O)N(CC)CC(=O)N(CC(=O)NC)CC(C)N1C[C@H](C)O[C@H](C)C1,Z4450586557,382.499,382.499,1.836,-1.721,1,5,82.19,12
"C=CC(=O)N(CC)CC(=O)N(CC(=O)NC)C[C@@H]1C[C@H]1C2CCCCC2 |&1:17,19,r|",Z4453852587,363.495,363.495,3.3,-4.981,1,3,69.72,12
C=CC(=O)N(C=1C=CC(=CC1)C(C)(C)C)C(C(=O)NCCCSC)C=2C=CC=NC2,Z4457849197,425.589,425.589,4.508,-5.597,1,3,62.3,10
C=CC(=O)N(C=1C=CC(=CC1)C(C)(C)C)C(C(=O)NC=2C=CC=CC2OC)C=3C=CC=NC3,Z4457849205,443.539,443.539,4.355,-6.454,1,4,71.53,8
CC1=CC(C)=C(C=O)C=C1C(=O)N2C[C@@H]3C[C@H]2CN3C(N)=O,Z4473643853,301.341,301.341,0.666,-3.938,1,3,83.71,2
C=CC(=O)N(C)CC(=O)N1CCC2=C(C1)NC=3C(Br)=CC=CC23,Z4474929293,376.248,376.248,2.256,-4.628,1,2,56.41,3
O=CC=1C=NC(=NC1)N2CC(C2)C3=NC=4C=CC=CC4N3,Z4497433835,279.297,279.297,0.855,-3.113,1,5,74.77,3
O=CC=1C=C(C=CC1F)C(=O)N2CCC(O)(C2)C=3C=CC(F)=CC3,Z4497434906,331.314,331.314,2.04,-4.321,1,3,57.61,3
CC(C)(C)OC(=O)N1CC(=O)N2CCOCC2(C=O)C1,Z4511038464,284.309,284.309,1.506,-1.866,0,4,76.15,4
C=CC(=O)N(C=1C=CC(=CC1)C(C)(C)C)C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(O)C3,Z4509080674,475.556,475.556,5.698,-6.132,2,4,82.53,11
CC(C)C1=NN(C(O)=C1C=O)C(C)(C)C,Z4525798797,210.273,210.273,2.601,-1.476,1,3,55.12,3
Cl.Cl.N[C@H](C1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F)C3CCC3,Z7771225266,383.27,310.349,2.552,-3.934,1,5,90.87,4
C=CC(=O)N1CC(C1)C(=O)NC2CCCN(C3=CC=NN3C)C2=O,Z4527753217,331.37,331.37,0.718,-2.727,1,4,87.54,4
C=CC(=O)N1CC(C1)C(=O)NC2CCC=3NC4=CC=C(C)C=C4C3C2,Z4540359172,337.416,337.416,2.98,-4.654,2,2,65.2,5
C=CC(=O)N1CC(C1)C(=O)N(CC=2C=CC=CC2)CC(O)C=3C=NN(C3)CC,Z4540370141,382.457,382.457,2.082,-2.784,1,4,78.67,10
C=CC(=O)N1CC(C1)C(=O)N2CCC(CC2)C3=NOC4=CC(F)=CC=C34,Z4540379232,357.38,357.38,2.218,-3.871,0,3,66.65,3
C=CC(=O)N1CC(C1)C(=O)NCC2(CO)CCC3=CC=CC=C32,Z4540388612,314.38,314.38,1.953,-2.782,2,3,69.64,7
C=CC(=O)N1CC(C1)C(=O)N2CC[C@H](C2)OC=3C=CC=CC3,Z4540392690,300.353,300.353,2.565,-3.678,0,3,49.85,4
"C=CC(=O)N1CC(C1)C(=O)N[C@H]2CC[C@H]2C=3C=CC(F)=CC3F |&1:11,14,r|",Z4540430355,320.335,320.335,2.707,-4.236,1,2,49.41,6
C=CC(=O)N1CC(C1)C(=O)NCCC=2N=C3N=CC(Br)=CN3N2,Z4540443188,379.212,379.212,-0.107,-3.066,1,5,92.49,5
C=CC(=O)NC[C@H](O)C1=CC(Cl)=CC(Br)=C1,Z4607331925,304.567,304.567,2.119,-3.924,2,2,49.33,5
O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C=2C=CC=C(C2)C(=O)N3CCCCC3,Z4607528783,407.418,407.418,0.278,-4.09,1,5,105.67,7
COC(=O)CC(C)(C)CC(=O)NC=1C=NC=C(C1)OS(=O)(=O)F,Z4607528834,348.349,348.349,0.323,-1.851,1,5,111.66,9
CSC=1C=CC(Cl)=C(C1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,Z4607528849,376.813,376.813,0.987,-4.415,1,4,85.36,6
O=S(=O)(F)OC=1C=CC(=CC1)CN2CC=3C=CC(O)=CC3C4(CC4)C2,Z4607533131,363.405,363.405,2.1,-3.237,1,4,66.84,4
O=C(CN(CC=1C=CC(=CC1)OS(=O)(=O)F)C2CC2)NC3CC3,Z4607533161,342.388,342.388,0.768,-3.224,1,4,75.71,9
CC=1C=CC=NC1NC(=O)C2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,Z4607533165,407.461,407.461,0.611,-3.381,1,5,88.6,6
COC1=CC=2CN(CC=3C=CC(=CC3)OS(=O)(=O)F)CCC2C=C1O,Z4607533168,367.394,367.394,1.635,-2.989,1,5,76.07,5
O=C(NCC1CCCN(CC=2C=CC(=CC2)OS(=O)(=O)F)C1)NC=3C=CC=C(F)C3,Z4607533174,439.478,439.478,2.435,-4.463,2,4,87.74,7
O=C(O)C(F)(F)F.O=S(=O)(F)OC=1C=CC(=CC1)CN2CC=3C=CC(O)=CC3C2,Z8808559843,437.364,323.341,1.327,-3.841,1,4,66.84,5
CN(CC=1C=CC(=CC1)OS(=O)(=O)F)CC2=CC=CC(=O)N2,Z4607533178,326.345,326.345,-0.546,-3.207,1,4,75.71,6
O=C(C=1C=CC=C(O)C1)N2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,Z4607533197,394.419,394.419,1.353,-3.524,1,5,87.15,6
CC(C=1C=CC=CC1)N(CC=2C=CC(=CC2)OS(=O)(=O)F)CC3=CC=CC=C3O,Z4607533201,415.48,415.48,3.428,-4.997,1,4,66.84,8
O=S(=O)(F)OC=1C=CC(=CC1)CN2CCCC2C=3C=CC=CC3Cl,Z4607533203,369.839,369.839,3.505,-4.405,0,3,46.61,5
O=S(=O)(F)OC=1C=CC(=CC1)CN2CCCC2C=3C=CC=CC3,Z4607533221,335.395,335.395,2.792,-3.716,0,3,46.61,5
CN(CC=1C(Cl)=CC=CC1Cl)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4607560595,407.245,407.245,2.515,-5.396,1,3,75.71,7
CN1C=CN=C1C(O)C2CCCN(C2)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,Z4607560599,412.438,412.438,-1.701,-2.62,2,5,113.76,5
CC(CC=1C=CC=CC1C(F)(F)F)N(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4607560623,434.407,434.407,2.45,-5.117,1,3,75.71,7
CN1C=CC(CNC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)=N1,Z4607560674,328.321,328.321,-0.592,-2.411,2,4,102.32,7
COC[C@@H]1C[C@@H](O)CN1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,Z4607560762,348.349,348.349,-1.054,-2.736,2,5,105.17,5
C=CC(=O)N1[C@H]2CC[C@@H]1C[C@H](CNC(=O)C=3C=C4N=CC=NC4=CC3F)C2,Z4615838967,368.406,368.406,1.087,-3.231,1,4,75.19,6
C=CC(=O)N1CC(CC(C)(C)C1)NC(=O)C2=CC=C(CN3C=CN=N3)O2,Z4615839177,357.408,357.408,0.888,-2.806,1,4,93.26,7
