sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
O=C(CCCC=1C=CC=2C=CC=NC2N1)N3CCC(CC3)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z9302751755,471.552,471.552,0.331,-4.967,1,5,95.5,6,https://real.enamine.net/public-enum-files/Z9302751755
COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NS(=O)(=O)C3=CNC=4C=CC(Cl)=CC34,Z9302751930,476.892,476.892,1.567,-5.434,3,6,137.67,4,https://real.enamine.net/public-enum-files/Z9302751930
COC=1C=CC(=CC1OC)CN2N=CC(C)=C2NC(=O)C3=CC=C(C)C(=C3)N4CCC(=O)NC4=O,Z9302751954,477.514,477.514,0.577,-4.833,2,6,114.79,7,https://real.enamine.net/public-enum-files/Z9302751954
CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)NC3(CCCCC3)C4=NC(=NO4)C5=CC=CS5,Z9302752039,479.554,479.554,2.027,-6.153,2,5,117.43,5,https://real.enamine.net/public-enum-files/Z9302752039
CC=1C=CC2=NC(=CN2C1)COC=3C=CC=CC3C(=O)NC=4C=C(C=CC4C)N5CCC(=O)NC5=O,Z9302752147,483.52,483.52,1.833,-5.93,2,5,105.04,6,https://real.enamine.net/public-enum-files/Z9302752147
COC=1C=CC(=CC1)C=2C=CC=C3N=C(CNC(=O)C=4C=CC=C(C4C)N5CCC(=O)NC5=O)NC23,Z9302752148,483.52,483.52,1.889,-6.482,3,5,116.42,6,https://real.enamine.net/public-enum-files/Z9302752148
O=C(CNC(=O)C=1C=C(Cl)C=C(C1)N2CCC(=O)NC2=O)NC3=CC=CC=4C(=O)NNC(=O)C34,Z9302752270,484.85,484.85,-0.937,-6.059,5,6,165.81,5,
O=C(C=1C=C(Cl)C=C(C1)N2CCC(=O)NC2=O)N(CCCOC=3C=CC=CC3)C4CCOCC4,Z9302752344,485.961,485.961,1.281,-5.697,1,5,88.18,8,https://real.enamine.net/public-enum-files/Z9302752344
O=C(C=1C=C(Cl)C=C(C1)N2CCC(=O)NC2=O)N3CCC(CC3)C4=NC=5C=C(F)C=CC5S4,Z9302752411,486.948,486.948,1.776,-5.69,1,4,82.61,3,https://real.enamine.net/public-enum-files/Z9302752411
COC=1C=CC=C(C1)CN2NC(C)=C3C(=NN=C32)NC(=O)C=4C=C(C)C=C(C4)N5CCC(=O)NC5=O,Z9302752435,487.512,487.512,1.722,-5.838,3,6,134.24,6,https://real.enamine.net/public-enum-files/Z9302752435
CC=1C=CC(=CC1NCC2=CC=3C=CC=NC3N2S(=O)(=O)C=4C=CC=CC4)N5CCC(=O)NC5=O,Z9302752604,489.548,489.548,1.798,-5.857,2,6,113.4,5,https://real.enamine.net/public-enum-files/Z9302752604
CC=1SC=2N=CN=C(C2C1C)N3CCC(CC3)C(=O)NC4=CC=C(C(C)=C4)N5CCC(=O)NC5=O,Z9302752740,492.595,492.595,1.433,-6.484,2,6,107.53,4,https://real.enamine.net/public-enum-files/Z9302752740
O=C(N=C1SC=CN1CC=2C=CC(Cl)=CC2Cl)C=3C=C(C=CC3F)N4CCC(=O)NC4=O,Z9302752785,493.339,493.339,4.542,-6.718,1,5,82.08,4,https://real.enamine.net/public-enum-files/Z9302752785
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N(C)CCCN3C=C(N=N3)C=4C=CC=C5C=NC=CC45,Z9302753078,497.55,497.55,0.598,-5.019,1,6,113.32,7,https://real.enamine.net/public-enum-files/Z9302753078
O=C(O)C(F)(F)F.CN1CCOC(COC=2C=CC(=CC2)C=3C=CC(=CC3)N4CCC(=O)NC4=O)C1,Z9548264351,509.476,395.453,1.626,-5.043,1,5,71.11,6,https://real.enamine.net/public-enum-files/Z9548264351
COCC(C)N(CC=1C=CC(Br)=C(F)C1)C(=O)C=2C=CC=C(C2)N3CCC(=O)NC3=O,Z7806441688,492.339,492.339,2.084,-5.348,1,4,78.95,7,https://real.enamine.net/public-enum-files/Z7806441688
O=C(C=1C=CC=C(C1)N2CCC(=O)NC2=O)N3CCC(CC3)N4CCC[C@H](C4)C(=O)N5CCOCC5,Z7806571824,497.588,497.588,-1.363,-3.49,1,6,102.5,4,https://real.enamine.net/public-enum-files/Z7806571824
CC=1C=CC(=CC1NC(=O)C=2C=CC=C(C2)N3CCC(=O)NC3=O)C4=NC=5C=CC(F)=CC5N4C(C)C,Z7806574587,499.537,499.537,2.886,-6.881,2,4,96.33,5,https://real.enamine.net/public-enum-files/Z7806574587
O=C(O)C(F)(F)F.COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NCCCCN3CCN(CC3)C=4C=CC=C(C)C4,Z9387776179,607.623,493.599,1.755,-4.913,2,6,94.22,10,https://real.enamine.net/public-enum-files/Z9387776179
COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC3(CCCC3)C=4N=C(C)C=C(N4)C(F)F,Z8265605256,473.474,473.474,0.403,-4.397,2,6,113.52,6,https://real.enamine.net/public-enum-files/Z8265605256
COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=CC(F)=C(C3)C4=NN=C5CCCCCN45,Z8265606255,492.503,492.503,1.171,-5.322,2,6,118.45,5,https://real.enamine.net/public-enum-files/Z8265606255
O=C(O)C(F)(F)F.COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NCC3CN(CC=4C=CC=C(C)C4)CCO3,Z9387735895,580.554,466.531,1.236,-4.882,2,6,100.21,8,https://real.enamine.net/public-enum-files/Z9387735895
COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC(C)C=3C=CC(=CC3)C=4C=CC=C(C#N)C4,Z8265671212,468.505,468.505,2.331,-6.704,2,5,111.53,6,https://real.enamine.net/public-enum-files/Z8265671212
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CC4=NNC=C4C3CO,Z8265690988,355.349,355.349,-2.14,-2.856,3,5,118.63,3,https://real.enamine.net/public-enum-files/Z8265690988
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CC4(CCOC4)C=5N=CC=CC53,Z8265758253,392.409,392.409,-1.648,-3.45,1,5,91.84,2,https://real.enamine.net/public-enum-files/Z8265758253
O=C(O)C(F)(F)F.CC(C)(CCN1CCN(CC1)C=2C=CC=CC2)NC(=O)C=3C=CC(F)=C(C3)N4CCC(=O)NC4=O,Z9402912320,595.587,481.564,2.18,-5.219,2,5,84.99,8,https://real.enamine.net/public-enum-files/Z9402912320
"O=C(C=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N3C[C@H]4CCC[C@]4(C3)C5=NC(=NO5)C=6C=NC=CN6 |&1:19,23,r|",Z8265780638,491.476,491.476,-1.386,-3.681,1,7,134.42,4,https://real.enamine.net/public-enum-files/Z8265780638
O=C(NC=1C=NN(C1)CC=2C=C(F)C=CC2Cl)C3=CC=C(F)C(=C3)N4CCC(=O)NC4=O,Z8265830650,459.834,459.834,1.824,-5.069,2,4,96.33,5,https://real.enamine.net/public-enum-files/Z8265830650
CCCN1C(=O)NC(=O)C=2C(=CC(=NC21)C3CC3)C(=O)NC=4C=CC(F)=C(C4)N5CCC(=O)NC5=O,Z8266073696,494.476,494.476,1.103,-6.02,3,6,140.81,6,https://real.enamine.net/public-enum-files/Z8266073696
O=C(NC1(CCCC1)C(=O)NC=2C=CC(F)=C(C2)N3CCC(=O)NC3=O)C=4C=CC=5NN=CC5C4,Z8266182321,478.477,478.477,1.439,-5.925,4,5,136.29,5,https://real.enamine.net/public-enum-files/Z8266182321
O=C(NC=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)C3=CC=C4C(=O)N(CC5=CC=CO5)C(=O)C4=C3,Z8266362428,476.414,476.414,1.324,-6.124,2,5,129.03,5,https://real.enamine.net/public-enum-files/Z8266362428
"O=C(NC=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N[C@@H]3CCO[C@H]3C=4C=NN(C4)CC5CC5 |&1:19,23,r|",Z8266401224,456.471,456.471,-0.17,-4.041,3,5,117.59,6,https://real.enamine.net/public-enum-files/Z8266401224
O=C(O)C(F)(F)F.COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC34CNCC(COC3)C4(F)F,Z9322685242,538.423,424.399,-0.9,-4.354,3,6,109,5,https://real.enamine.net/public-enum-files/Z9322685242
O=C(NC=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N3CCOCC3C4=NC(=NO4)C5=CC=CS5,Z8266645333,486.478,486.478,-0.172,-4.906,2,6,129.9,4,https://real.enamine.net/public-enum-files/Z8266645333
O=C(O)C(F)(F)F.NC=1C=CC=C(C1)C2=CN3CCCN(C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O)C3=N2,Z9311796090,544.484,430.46,-0.886,-6.285,2,5,113.56,4,https://real.enamine.net/public-enum-files/Z9311796090
CC1(C)COC(CN1C(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C=4C=CC=CC4Cl,Z8267151113,441.908,441.908,1.752,-5.609,1,4,78.95,3,https://real.enamine.net/public-enum-files/Z8267151113
C[C@H]1C[C@H](NC(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C=4C=CSC4S1(=O)=O,Z8267157677,433.504,433.504,-0.836,-5.094,2,5,112.65,3,https://real.enamine.net/public-enum-files/Z8267157677
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N(CC3=NN=C(O3)C=4C=CC=CC4Cl)C5CC5,Z8267160226,465.89,465.89,0.093,-5.892,1,5,108.64,6,https://real.enamine.net/public-enum-files/Z8267160226
CC(C)(C)C(NC(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)C3=NC(=NO3)C4=NN=CN4,Z8267160290,438.441,438.441,-1.061,-4.692,3,7,159,6,https://real.enamine.net/public-enum-files/Z8267160290
COC=1C=CC(Br)=C(C1)CS(=O)(=O)NC(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O,Z8267162355,496.333,496.333,1.172,-4.726,2,6,121.88,5,https://real.enamine.net/public-enum-files/Z8267162355
O=C(O)C(F)(F)F.C[C@@H]1COC[C@@](CO)(CNC(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)N1CC=4C=CC=CC4,Z9402054007,580.554,466.531,1.162,-4.512,3,6,111.21,8,https://real.enamine.net/public-enum-files/Z9402054007
O=C(NCC=1OC=2C=CC(Cl)=CC2C1C=3C=CC=CC3)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z8267201671,473.908,473.908,3.361,-7.797,2,3,91.65,5,https://real.enamine.net/public-enum-files/Z8267201671
O=C(NC=1C=CC(Cl)=CC1Cl)C2CCCCN2C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267203670,489.351,489.351,1.618,-6.474,2,4,98.82,4,https://real.enamine.net/public-enum-files/Z8267203670
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3C4CCCC3C=5C=NNC5C4,Z8382569168,393.44,393.44,-0.008,-4.131,2,4,98.4,2,https://real.enamine.net/public-enum-files/Z8382569168
CC=1C=CC(=CC1C(=O)NC2=N[C@H]3C=4C=CC=CC4C[C@H]3O2)N5CCC(=O)NC5=O,Z9302746822,404.42,404.42,1.068,-5.346,2,5,100.1,2,https://real.enamine.net/public-enum-files/Z9302746822
"CC1=CC(=CC(=C1)C(=O)N[C@H]2CCOC[C@H]2NC=3C=CN=CN3)N4CCC(=O)NC4=O |&1:10,15,r|",Z9302746865,424.454,424.454,-0.783,-4.863,3,7,125.55,5,https://real.enamine.net/public-enum-files/Z9302746865
"O=C(O)C(F)(F)F.CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N(C)[C@@H]3C=4C=CC=CC4CC[C@H]3N(C)C |&1:26,35,r|",Z9401380682,548.555,434.532,1.821,-5.136,1,4,72.96,5,https://real.enamine.net/public-enum-files/Z9401380682
"O=C(N[C@@H]1C[C@H]1C=2C=CC=C3OCCOC23)C=4C=C(Cl)C=C(C4)N5CCC(=O)NC5=O |&1:3,5,r|",Z9302747003,441.865,441.865,1.513,-5.565,2,5,96.97,4,https://real.enamine.net/public-enum-files/Z9302747003
CO[C@@H]1C[C@@H](COC=2C=CC=NC2)N(C1)C(=O)C3=CC(Cl)=CC(=C3)N4CCC(=O)NC4=O,Z9302747226,458.895,458.895,0.547,-4.196,1,6,101.07,6,https://real.enamine.net/public-enum-files/Z9302747226
"CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC[C@@H]3CCC(=O)N(C4CC4)[C@H]3C5=NC=CN5C |&1:19,28,r|",Z9302747415,478.545,478.545,-1.614,-3.232,2,5,116.64,6,https://real.enamine.net/public-enum-files/Z9302747415
"NC(=O)COCC1=CN(C[C@@H]2CCC[C@H](CNC(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O)C2)N=N1 |&1:10,14,r|",Z9302747692,497.548,497.548,-1.646,-3.617,3,7,161.54,10,https://real.enamine.net/public-enum-files/Z9302747692
O=C(O)C(F)(F)F.O=C1CCN(C(=O)N1)C=2C=C(Cl)C=C(C2)NCC3=CN=NN3C4CCCNC4,Z9402238480,517.89,403.866,-0.701,-3.093,3,6,104.18,6,https://real.enamine.net/public-enum-files/Z9402238480
CC1=CC(=CC(=C1)C(=O)NC2(CO)CCC=3C(F)=CC=CC32)N4CCC(=O)NC4=O,Z9302748006,411.427,411.427,0.881,-5.02,3,4,98.74,4,https://real.enamine.net/public-enum-files/Z9302748006
CCN1CCC=2C=C(C=CC21)C[C@@H](C)NC(=O)C=3C=C(C=CC3F)N4CCC(=O)NC4=O,Z9302748313,438.496,438.496,1.672,-4.954,2,4,81.75,6,https://real.enamine.net/public-enum-files/Z9302748313
CC1=CC(=CC(=C1)NC(=O)CC2CN3N=C4C=CC=CC4=C3NC2=O)N5CCC(=O)NC5=O,Z9302748443,446.46,446.46,0.354,-4.702,3,5,125.43,4,https://real.enamine.net/public-enum-files/Z9302748443
CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)NC3CCCC4=CN(CC(F)(F)F)N=C43,Z9302748490,449.427,449.427,-0.19,-4.732,2,4,96.33,5,https://real.enamine.net/public-enum-files/Z9302748490
CCCNC(=O)C1CN(C(=O)C=2C=CC(C)=C(C2)N3CCC(=O)NC3=O)C=4C=CC=CC4O1,Z9302748506,450.488,450.488,0.575,-5.728,2,5,108.05,5,https://real.enamine.net/public-enum-files/Z9302748506
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=NC(=CC3)N4CCCC(C4)C(N)=O,Z9302748523,450.491,450.491,-0.064,-4.273,3,6,137.73,5,
COCCN1C=C(C=N1)N2CC(CC2=O)C(=O)NC=3C=CC(=C(F)C3)N4CCC(=O)NC4=O,Z9302748651,458.444,458.444,-0.47,-2.54,2,6,125.87,7,https://real.enamine.net/public-enum-files/Z9302748651
O=C(O)C(F)(F)F.CC=1C=CC(=CC1C(=O)N[C@H]2CCN(CC3=CC=4C=CC=CC4S3)C2)N5CCC(=O)NC5=O,Z9320940012,576.59,462.566,1.88,-6.729,2,4,81.75,6,https://real.enamine.net/public-enum-files/Z9320940012
O=C(O)C(F)(F)F.CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC=3C=CC=CC3CN4CCCC(C4)C(N)=O,Z9401380138,577.553,463.53,-0.327,-4.814,3,5,124.84,7,https://real.enamine.net/public-enum-files/Z9401380138
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)C3CCCCN3C4=NC=5C=CC=CC5S4,Z9302748722,463.554,463.554,2.526,-6.215,2,5,94.64,4,https://real.enamine.net/public-enum-files/Z9302748722
O=C(O)C(F)(F)F.CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)NCC3CCCCN3CC=4C=CC=C(Cl)C4,Z9401380772,583,468.976,2.741,-5.788,2,4,81.75,7,https://real.enamine.net/public-enum-files/Z9401380772
O=C(C=1C=C(C=CC1F)N2CCC(=O)NC2=O)N3CCOCC3C=4N=CN(CC=5C=CC=CC5)N4,Z9302749006,478.477,478.477,-0.273,-4.51,1,6,109.66,5,https://real.enamine.net/public-enum-files/Z9302749006
CC=1C=CC=C(C1)C2=NN=C3CCC(CN23)C(=O)NC4=CC(Cl)=CC(=C4)N5CCC(=O)NC5=O,Z9302749023,478.932,478.932,1.437,-5.728,2,5,109.22,4,https://real.enamine.net/public-enum-files/Z9302749023
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N3CCC=4SC=CC4C3C=5C=CC(Cl)=CC5,Z9302749045,479.98,479.98,3.167,-6.602,1,3,69.72,3,
O=C(NCC1=CN(CC2CCOC2)N=N1)N3CCC(CC3)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z9302749072,481.549,481.549,-1.302,-2.735,2,6,121.69,6,https://real.enamine.net/public-enum-files/Z9302749072
CC(=O)NC(CC1=CNC2=C(C)C=CC=C12)C(=O)NC3=CC(Cl)=CC(=C3)N4CCC(=O)NC4=O,Z9302749078,481.932,481.932,1.068,-5.843,4,4,123.4,6,https://real.enamine.net/public-enum-files/Z9302749078
O=C(NC=1C=CC=CC1F)C2CCC=3C=CC=CC3N2C(=O)C4=CC=CC(=C4)N5CCC(=O)NC5=O,Z9302749221,486.496,486.496,1.502,-6.803,2,4,98.82,4,https://real.enamine.net/public-enum-files/Z9302749221
CCC1(CC=2C=CC=C(C2)C(F)(F)F)CCCN1C(=O)C3=CC(=CC=C3C)N4CCC(=O)NC4=O,Z9302749248,487.515,487.515,3.429,-6.59,1,3,69.72,6,https://real.enamine.net/public-enum-files/Z9302749248
O=C(O)C(F)(F)F.O=C(C=1C=C(C=CC1F)N2CCC(=O)NC2=O)N3CCNC(C3)C=4C=CC(=CC4)OC=5C=CC=CC5,Z9401379719,602.535,488.511,2.304,-6.623,2,4,90.98,6,https://real.enamine.net/public-enum-files/Z9401379719
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCCC3CC4=CN(CC5=CON=C5C6CC6)N=N4,Z9302749381,489.528,489.528,-1.493,-3.195,1,6,126.46,7,https://real.enamine.net/public-enum-files/Z9302749381
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N(CC(O)COC=3C=CC=C4C=CC=CC34)C(C)C,Z9302749396,489.564,489.564,2.223,-6.505,2,5,99.18,8,https://real.enamine.net/public-enum-files/Z9302749396
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CC(O)(C3)C4=CN(N=N4)C(C)C=5C=CC=CC5F,Z9302749480,492.503,492.503,0.085,-4.379,2,6,120.66,5,https://real.enamine.net/public-enum-files/Z9302749480
CC1=CC(=CC(=C1)NC(=O)CC(C)NS(=O)(=O)C=2C=CC=3C=CC=CC3C2)N4CCC(=O)NC4=O,Z9302749608,494.565,494.565,1.889,-6.372,3,5,124.68,6,https://real.enamine.net/public-enum-files/Z9302749608
CC1C=2C=CC(Br)=C(Cl)C2CCN1C(=O)C=3C=C(C=CC3F)N4CCC(=O)NC4=O,Z9302749616,494.741,494.741,2.925,-6.255,1,3,69.72,2,https://real.enamine.net/public-enum-files/Z9302749616
CN1N=CN=C1C2=CN(CC(F)C3CCN(CC3)C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O)N=N2,Z9302749624,495.511,495.511,-1.938,-3.309,1,7,131.14,6,https://real.enamine.net/public-enum-files/Z9302749624
O=C(O)C(F)(F)F.CC1(CCOC1)C2=CN(N=N2)C3CCN(CCNC(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O)CC3,Z9311796251,609.599,495.575,-1.612,-2.823,2,7,121.69,8,https://real.enamine.net/public-enum-files/Z9311796251
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCCC(C3)N4C=C(CC5(CO)CCOCC5)N=N4,Z9302749668,496.56,496.56,-2.589,-2.048,2,7,129.89,6,https://real.enamine.net/public-enum-files/Z9302749668
O=C(O)C(F)(F)F.COCCN(C)CC1=CN(N=N1)C2CCCN(CC2)C(=O)C=3C=CC(C)=C(C3)N4CCC(=O)NC4=O,Z9311796496,611.615,497.591,-1.244,-3.028,1,7,112.9,9,https://real.enamine.net/public-enum-files/Z9311796496
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CCC(C)(C3)C4=CN(N=N4)C=5C=CC=C6C=NNC56,Z9302749750,498.538,498.538,0.91,-4.653,2,6,129.11,4,https://real.enamine.net/public-enum-files/Z9302749750
CC=1C=CC(=C(C)C1)N2N=CC=C2C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z9302750043,360.41,360.41,2.963,-5.255,1,3,67.23,3,https://real.enamine.net/public-enum-files/Z9302750043
O=C1CCN(C(=O)N1)C=2C=CC(=CC2)C=3C=C(C=CC3F)CN4C=CC=N4,Z9302750068,364.374,364.374,1.917,-4.689,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z9302750068
CC(C)(NC(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)C3=NC=C4CCCC4=N3,Z9302750212,393.44,393.44,-0.233,-3.72,2,5,104.29,4,https://real.enamine.net/public-enum-files/Z9302750212
CC=1C=C(C=C(C1)N2CCC(=O)NC2=O)NC(=O)C3=NC=NC4=C3N=CN4C5CC5,Z9302750289,405.411,405.411,0.088,-4.759,2,6,122.11,4,https://real.enamine.net/public-enum-files/Z9302750289
O=C(O)C(F)(F)F.CC1=CC(=CC(=C1)NCC=2C=NC(=CN2)N3CCCNCC3)N4CCC(=O)NC4=O,Z9402053271,523.509,409.486,-0.964,-3.241,3,7,102.49,6,https://real.enamine.net/public-enum-files/Z9402053271
CC1=NN(CCCC(C)(C)C#N)C(C)=C1CNC2=CC(=CC=C2C)N3CCC(=O)NC3=O,Z9302750833,436.551,436.551,0.49,-3.353,2,5,103.05,8,https://real.enamine.net/public-enum-files/Z9302750833
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CCC4(CC3)OCCC=5C=CSC54,Z9302750884,439.529,439.529,-0.132,-5.12,1,4,78.95,2,https://real.enamine.net/public-enum-files/Z9302750884
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)C=3C=C(C=CN3)C=4C=NC=5NC=CC5C4,Z9302750902,440.455,440.455,1.458,-6.2,3,5,120.08,4,https://real.enamine.net/public-enum-files/Z9302750902
CN(C(=O)C=1C=CC=C(C1)N2CCC(=O)NC2=O)C=3C=CC=CC3C(=O)NCC4=CC=CO4,Z9302751003,446.456,446.456,-0.09,-5.371,2,4,111.96,6,https://real.enamine.net/public-enum-files/Z9302751003
CC=1C=CC(=CC1NC(=O)CCCNC(=O)C=2C=CC=3NN=NC3C2)N4CCC(=O)NC4=O,Z9302751125,449.464,449.464,-0.239,-4.155,4,6,149.18,7,https://real.enamine.net/public-enum-files/Z9302751125
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC=3C=CN=C(N3)C4=CN=CC(Br)=C4,Z9302751264,453.293,453.293,2.284,-5.32,2,6,100.11,4,https://real.enamine.net/public-enum-files/Z9302751264
COC=1C=CC(=CC1N2N=NN=C2C3CC3)NC(=O)C4=CC(C)=CC(=C4)N5CCC(=O)NC5=O,Z9302751484,461.474,461.474,0.721,-4.579,2,7,131.34,6,https://real.enamine.net/public-enum-files/Z9302751484
CC=1C=CC(=CC1C(=O)N2CCN3C(CC=4C=CC=C(F)C4)=NN=C3C2)N5CCC(=O)NC5=O,Z9302751504,462.477,462.477,-0.148,-4.329,1,5,100.43,4,https://real.enamine.net/public-enum-files/Z9302751504
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NCC3=CN(CCC#N)N=C3C=4C=CC(Cl)=CC4,Z9302751509,462.932,462.932,1.496,-5.093,2,5,103.05,7,https://real.enamine.net/public-enum-files/Z9302751509
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCC(CC3)OC4=NC=5C(F)=CC=CC5S4,Z9302751640,468.503,468.503,1.177,-6.257,1,5,91.84,4,https://real.enamine.net/public-enum-files/Z9302751640
CC=1C=CC(=CC1C(=O)N2CCC3=C(C2)C=4C=CC(Cl)=C(F)C4N3C)N5CCC(=O)NC5=O,Z9302751656,468.908,468.908,2.619,-5.812,1,3,74.65,2,https://real.enamine.net/public-enum-files/Z9302751656
COCC=1N=C(OC)C=2C(C)=C(SC2N1)C(=O)NC=3C=C(C)C=C(C3)N4CCC(=O)NC4=O,Z9302751671,469.516,469.516,1.128,-5.62,2,7,122.75,6,https://real.enamine.net/public-enum-files/Z9302751671
O=C(O)C(F)(F)F.O=C1CCN(C(=O)N1)C=2C=CC(=CC2)C3CCN(CC#CC=4C=CC=C(C4)OC(F)(F)F)CC3,Z9310743770,585.496,471.473,3.206,-6.325,1,4,61.88,8,https://real.enamine.net/public-enum-files/Z9310743770
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N(C)C3CCN(CC3)C=4N=CN=C5C=CC=CC45,Z9302751783,472.54,472.54,0.105,-6.086,1,6,98.74,4,https://real.enamine.net/public-enum-files/Z9302751783
CC=1C=CC(=CC1C(=O)N(CC2=CC=CS2)CC=3C=CC=4NC=CC4C3)N5CCC(=O)NC5=O,Z9302751784,472.561,472.561,2.369,-6.966,2,3,85.51,6,https://real.enamine.net/public-enum-files/Z9302751784
CC1=NN(C(C)=C1CC(=O)NC=2C=C(C)C=C(C2)N3CCC(=O)NC3=O)C4=CN=CC5=NN=NN45,Z9302751834,474.477,474.477,-1.117,-2.904,2,8,152.3,5,https://real.enamine.net/public-enum-files/Z9302751834
CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)N(CC=3C=CC=CC3)C4=NC=5CCCCC5S4,Z9302751848,474.577,474.577,3.12,-6.773,1,4,82.61,5,https://real.enamine.net/public-enum-files/Z9302751848
CC1=CC(=CC(=C1)NC(=O)C=2C=C(F)C=C3C(=O)C=4C=C(F)C=CC4NC23)N5CCC(=O)NC5=O,Z9302751879,476.433,476.433,1.083,-7.423,3,5,107.61,3,https://real.enamine.net/public-enum-files/Z9302751879
CCN(C(=O)C=1C=C(C)C=C(C1)N2CCC(=O)NC2=O)C3CCN(CC3)C=4NC=NC5=NC=NC45,Z9302751918,476.532,476.532,-0.654,-5.938,2,7,127.42,5,https://real.enamine.net/public-enum-files/Z9302751918
CC1=CC(=CC(=C1)NC(=O)C2=CC=3C(=NN(C)C3S2)C=4C=CC=CC4F)N5CCC(=O)NC5=O,Z9302751949,477.513,477.513,2.555,-7.163,2,4,96.33,4,https://real.enamine.net/public-enum-files/Z9302751949
O=C1CCN(C(=O)N1)C=2C=C(Cl)C=C(C2)NCC=3C=C(Br)C=4OCCCOC4C3,Z9302752066,480.74,480.74,2.793,-5.847,2,5,79.9,4,https://real.enamine.net/public-enum-files/Z9302752066
O=C1CCN(C(=O)N1)C=2C=CC(=CC2)C3CCN(CC3)C=4C=CC5=NN=C(C=6C=CC=CC6F)N5N4,Z9302752305,485.514,485.514,2.036,-6.369,1,6,95.73,4,https://real.enamine.net/public-enum-files/Z9302752305
CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)N3CC4=C(Br)C(F)=CC=C4C(C)(C)C3,Z9302752460,488.35,488.35,3.294,-6.037,1,3,69.72,2,https://real.enamine.net/public-enum-files/Z9302752460
CC=1C=CC(=CC1C(=O)NCCCC2=CN(N=N2)C=3C=CC=4N=CSC4C3)N5CCC(=O)NC5=O,Z9302752607,489.552,489.552,1.144,-4.822,2,6,122.11,7,https://real.enamine.net/public-enum-files/Z9302752607
